comment,sent,off
Padam minnichekkane  katta nivin fans,Positive,Not_offensive
Santa international ayirikkum but ninte agraaham local mathy,unknown_state,Not_offensive
January release date maatti Ee Maasam Aakkumo   UffMammookka   #Shylock,Positive,Not_offensive
രോമാഞ്ചം @Peak level #Lucifer  ejjaathi!!...,Positive,Not_offensive
Evideyo KGF orma varunathu eniku matramano!! 🤔 Music aano...story oralde maranavum villan marde ennavum.. entho..,Mixed_feelings,Not_offensive
0.50 athu nammude Marimayam Unni alle?,unknown_state,Not_offensive
Fan made trailer ആണെന്ന് തോന്നുന്നു ഒറിജിനൽ അല്ല,unknown_state,Not_offensive
Ettanay kanan vendiii veendum veendum varunnay njn mathrano,unknown_state,Not_offensive
FDFS book cheyyum ennu urappullavar ivde likikkoo,unknown_state,Not_offensive
spr ... lalettan and rajuttan,Positive,Not_offensive
Lucifer 100 cr collection adikkumegil adi like,unknown_state,Not_offensive
Enniku mathramanno ith jayasurayude IDI yumayi samyam thonniyathe,Mixed_feelings,Not_offensive
Ithu Kolakolli item Lalettan fans kathirunna padam Ith thakarkkum Lalettan fansnu aakosham mmakk pwopichadkkam,Positive,Not_offensive
Oru kannu adachu pidichittu aduth vechonnu kandunokkike,unknown_state,Not_offensive
adipoli trailer . waiting madura raja,Positive,Not_offensive
Vineedettante.. Paattu koodi ondankil padam kidukum,Positive,Not_offensive
വളരെയധികം ഇഷ്ടപ്പെട്ട മേക്കിംഗ് വീഡിയോ ഡയലോഗ് മാത്രം സന്തോഷം തൊന്നിയില്ല ..,Mixed_feelings,Not_offensive
HBD SRK🥰 Wish you a happy birthday,not-malayalam,not-malayalam
eante ponnu ikka mass love mammookka,Positive,Not_offensive
Ninta channel inu idanta peru goodwill ennalla devilwill enna..patti thayoli pundachi mone,Negative,Offensive_Targeted_Insult_Individual
തലെവർ നീ വാ ഇനി താ ആട്ടം,unknown_state,Not_offensive
സാധാരണ മമ്മൂട്ടി സിനിമകളുടെ ട്രൈലെർ ടീസർ കൾക്ക് താഴെ വരുന്ന കുറെ സ്ഥിരം കമെന്റുകൾ അത് കണ്ട മൂവി വൻ വിജയം ആവും എന്ന് വിചാരിക്കും എന്നിട്ടോ മൂവി ഇറങ്ങുമ്പോ കാണാനും ആളുണ്ടാവില്ല ഇതല്ലേ മമ്മൂട്ടി സിനിമകൾ തിയേറ്ററിൽ പോയി സിനിമ കാണാതെ സോഷ്യൽ മീഡിയയിൽ കൊണയോടിക്കുന്ന കുറെ ദുരന്തം ഫാൻസ്‌ കാരണം ഇങ്ങേരുടെ കാര്യം വല്ല്യ കഷ്ടം ആണ്,Negative,Not_offensive
ഒരു പ്രധാന അറിയിപ്പ്  : താഴെ ലാലേട്ടൻ fans ന് like അടിക്കാൻ ഒരു  50 ഏക്കർ ഒഴിച്ചിട്ടുണ്ട്,unknown_state,Not_offensive
ഇവിടെ ശൈലിക്കോ ഭാഷാപ്രയോഗത്തിനോ അല്ല പ്രസക്തി കാരണം നമ്മളാരും കേട്ടിട്ടുമില്ല കണ്ടിട്ടുമില്ല അപ്പൊ ശഹീദ് കുഞ്ഞാലി മരക്കാരെ ഭാഷാ ശൈലി ഇതു തന്നെ,Positive,Not_offensive
ജോജു ചേട്ടന്റെ തടി അല്പം ഓവർ അല്ലേ എന്നൊരു സംശയം,Mixed_feelings,Not_offensive
Ee teaser 2million kayinjadallee idil ippoyum athra kanikkunnillalloo,unknown_state,Not_offensive
Ikka fans ivide onnu ujala mukkiyek,unknown_state,Not_offensive
Veendu veendum kaanunnavar like adi,unknown_state,Not_offensive
Njan oru ikka fan alla  Pakshe ente romam vare ezhunnett ninnu apaaram,Positive,Not_offensive
YouTube കയറിയപ്പോൾ സിനിമന്റ പേരിന്റ വ്യത്യസ്ത കണ്ട് വെറുത്തേ ഒന്ന് Trailer കണ്ട് നോക്കിയത ഒരു രക്ഷയും ഇല്ല. Trailer അവസാനം Directed by ജോഷി എന്ന് കണ്ടപ്പോൾ ഉള്ള രോമക്ഷം പറഞ്ഞ് അറിയിക്കാൻ കഴിഞ്ഞില്ല. Trailer തന്നെ ജോഷി സാർ ഞെട്ടിച്ചു കളഞ്ഞു.,Positive,Not_offensive
Ore paksha malayalam moviela akalathaum ore adipowli thriller akum annu thonunnu trailer kandattu . Dear fans negal ore karyam kuda manusilakanm mass seens kuduthal unde annu paranu movie nallathakunellaa,Positive,Not_offensive
അതുകൊണ്ട് ഇട്ടിച്ചന്‍റെ വക ഒരു sample വെടിക്കെട്ടുംകൂടെ#Ufffതൃശ്ശൂര്‍,unknown_state,Not_offensive
പഴയ സിംഹാസനത്തിലേക്ക് ജോഷി സാറിന് വീണ്ടും സ്വാഗതം...,Positive,Not_offensive
Malayalam cinema madras vere undayirunnulu Ini Bombay yilum Hollywood level vere ethum,Positive,Not_offensive
Mairan lalappa nee  blog ezhuthunille...ninakku positive energy vende lalappa 🤫🤫,Negative,Offensive_Targeted_Insult_Individual
ഈ പാട്ട് കണ്ടപ്പോൾ പ്രതീക്ഷയുടെ ചെറിയ അമിത ഭാരം വന്നവർ ഉണ്ടോ #funloaded,Positive,Not_offensive
All Kerala mammooty fans anangill ADI ORU like,unknown_state,Not_offensive
ഇത് ഒരു  പൊളി പൊളിക്കും 🤨,Positive,Not_offensive
Movie super Ann...  climax porra,Mixed_feelings,Not_offensive
പാവത്താനിൽ നിന്നും വില്ലനിലേക്കുള്ള മാറ്റവും ദൂരവും വെറും സെക്കന്റുകൾ കൊണ്ട് അവതരിപ്പിക്കും ഫഹദ് ഇക്കാ....,Positive,Not_offensive
Mammokka fans tribute to maamangam,not-malayalam,Not_offensive
1:34 Raju ettan allei back ill nilkunathee....?,unknown_state,Not_offensive
Ufffff .... katta katta waiting ...   Goosebumps,Positive,Not_offensive
Illuminati kurichu arinjitt trailer kanan vannavar .. ingot comon,unknown_state,Not_offensive
Lalettan massaaa verum Mass Alla kolamass lalettan ki jaiiii,Positive,Not_offensive
Sambavam polichu  Ennu lalettan fanaya oral 🤗,Positive,Not_offensive
Nalla trailer varmbol ayinorr samskarond...ath nhammal like adich kaath sukshikande...,unknown_state,Not_offensive
Lalettan Masss Lalettan ki jaiii,Positive,Not_offensive
Mohanlal fans hit like in telugu,not-malayalam,not-malayalam
YouTube hang aay pandaram.... eee pull load avanilllaaaaooooy....,unknown_state,Not_offensive
02:18 to 02:24  supper sequences,not-malayalam,not-malayalam
സൈക്കോ ഷമ്മിക്ക് ശേഷം🤨 അടുത്ത സൈക്കോ സൈക്കോ രവി രവി ഹീറോ ആടാ ഹീറോ,Positive,Not_offensive
Ettaaa ettan ippo blogeythokke nirthiyo ?,unknown_state,Not_offensive
Entha chettan vilichittanu njn vannathu enna tovinoyode dialogue mass alle guys,Positive,Not_offensive
Surajetten vilen rajuvetten hero..surajetten rajuvettenne kolluna scene anoo🤔,unknown_state,Not_offensive
Trailer കണ്ടിട്ട് ഒരു ലിജോ പല്ലിശേരി മൂവി കണ്ട പ്രതീതി. തകർത്തു.,Positive,Not_offensive
Oh my god!! What a trailer man,not-malayalam,not-malayalam
Daily vann oru pathu thavana engilum repeat adich kaanunnath njn maathramaanoo..,Positive,Not_offensive
0:40 - ഞങ്ങളുടെ നാട്ടിലെ PETTA  - SHYLOCK - LOADING,unknown_state,Not_offensive
നിനക്കിനി മലയാളം ഇൻഡസ്ട്രിയൽ കിടന്നു പോളക്കാൻ പറ്റും എന്ന് തോന്നുന്നുണ്ടോ ബോസേ....  *BOSS*,unknown_state,Not_offensive
Lalettante montha entha eppazhum appam vizhungiya pole??,Negative,Offensive_Targeted_Insult_Individual
Ethra vattam kandu ennu areela,Positive,Not_offensive
To M&M nalla role onnum ilel korach kalam veetilirik. Veruthe katta koora padangal ondaki verupikathe.   Atho thaikelavan akanenu munne maximum paisa indakanolla pedappadano,Negative,Offensive_Targeted_Insult_Individual
Kidu.. Kidu.. Kidu.. Ith polikkum.. Lalettan...  പ്രിഥിരാജ്,Positive,Not_offensive
Dear Mammookka,Positive,not-malayalam
Where is Raju ettan ... Angeru illandu enth padam  ..,Mixed_feelings,Not_offensive
ikkaude MADHURARAJAKKU  VIJAY FANS KANJIRAPPALLY UDE ELLA AASHAMSAKALUM,Positive,Not_offensive
Dei hard ikka Fan's like here,not-malayalam,not-malayalam
ലാലേട്ടൻ സിദ്ദിഖ് compo ഇത് പൊരിക്കും,Positive,Not_offensive
Traileril Oru kidilan surprise undakum ennu visvasikkunnavar like adii..,unknown_state,Not_offensive
Views ennam nokan vannavar like adichee,unknown_state,Not_offensive
ടാ....തല്ല് കിട്ടിയാ ആണുങ്ങളെപ്പോലെ നേർക്കുനേരെ തല്ലി തീർക്കണം ... അതാ തൃശൂരിലെ ഒരു രീതി ....,unknown_state,Not_offensive
Nalla oru police movie kanan orungikko,Positive,Not_offensive
2:10 kireedam cinemayil lalettam irikum pole oru look... arkelum feel cheytho...,unknown_state,Not_offensive
##ഗീതു മോഹൻ ദാസ്##  കോഴി കളിച്ചു നടന്ന നിവിനെ പിടിച്ചു ഇങ്ങനെ അഭിനയിപ്പിക്കാൻ പഠിപ്പിച്ചതിനും ആക്ടിങ് ക്‌ളാസ്നു വിട്ടു ശരിയാക്കിയതിനും നന്ദി പറയേണ്ടത് ഗീതു മോഹൻദാസിനോട് ആണ്.,Positive,Not_offensive
2020ആദ്യ ബ്ലോക്ക്‌ ബസ്റ്റർ മെഗാസ്റ്റാർ ഇങ് എടുക്കുവാ   എനിക്കീ 2020 വേണം *നിങ്ങൾ എനിക്ക് 2020തരില്ലേ*,Positive,Not_offensive
Entta ponnu laletta.... Parayan vakkukal illa  Mass ka bapp,Positive,Not_offensive
ഇത് കൈരളിയിൽ വന്ന പൈറേറ്റ്സ് ഓഫ് കരീബിയൻ അല്ലേ ശെടാ മോഹൻലാലും ഉണ്ടല്ലാ,unknown_state,Not_offensive
Padam nalladalla ennulla abiprayam kettukond poya enik Predeeshichadilum nalla super padam kanan kaziju Cash povilla 101%,Positive,Not_offensive
ഉറപ്പിച്ചോ മക്കളെ ഇത് കൊലമാസ്സ് ഐറ്റം.... ബോക്സ്‌ ഓഫീസ് തകരും....,Positive,Not_offensive
angane youtube pani thannu...aaro manapoorvam paninjatha...,unknown_state,Not_offensive
Ante mone,Positive,Not_offensive
I am waiting for.................... tovino kalki trailer tovino fans like here,unknown_state,Not_offensive
Bilal jhoninu.  Davide ninanil ഉണ്ടായ സന്തധി deric abraham,unknown_state,Not_offensive
Late ayalum latest aayee ikka varuu,Positive,Not_offensive
Ee varsham pirannitt oru nalla movie kandu,Positive,Not_offensive
Keralathinteyom madhurayodeyom Raja nammode swantham ikka,Positive,Not_offensive
പ്രേക്ഷകരുടെ മനസ്സിൽ നിറഞ്ഞു നിൽക്കുന്ന ഒരു കഥാപാത്രമാവാൻ  ഞങ്ങളുടെ swasuttiku കഴിയട്ടെ. വിജയാശംസകൾ നേരുന്നു 🥰🥰🥰🥰,Positive,Not_offensive
ഒരു ഗപ്പി വൈബ്. എനിക്കിഷ്ടായി എന്തായാലും കാണും,Positive,Not_offensive
Mammokka fans. ഒന്നും നോക്കണ്ട  കേറി വാ മക്കളെ   അടിച്ചു  പൊട്ടിക്കട.,unknown_state,Not_offensive
Entaponnow.... Pwoli.... Idikatta waiting LALETTAA,Positive,Not_offensive
Padam kandu kazhinj.... Tune nokki vannavar... Oru like adik,unknown_state,Not_offensive
എന്റെ ദൈവമേ വീണ്ടും മാസ് കോല മാസ്......like ikka fans,Positive,Not_offensive
Once upon a time there is a kallan and police   Mavvane kolgaandile irkk. Kollaame vidamaattee,unknown_state,Not_offensive
Ith  5 million aaavunn ullappullavar adi ivide like,unknown_state,Not_offensive
Kalki is a. Aswome movie.... But release date is bad,not-malayalam,not-malayalam
Sreenath basi villain alla nu sure,unknown_state,Not_offensive
Trailer കണ്ടിട്ട് എന്നെ പോലെ ഒന്നും മനസ്സിലാവാത്തവരുണ്ടെങ്കിൽ ഒന്ന് like അടിച്ചേ.........,unknown_state,Not_offensive
Pulimurugane idakku Kandu..  Petere Nee Matti pidikkathenthada..,Mixed_feelings,Not_offensive
Laletta ...... !!   Love You.... !,Positive,not-malayalam
Trailer pole naalla story undayal mathiyarinu,Positive,Not_offensive
Hahah dislike kuranju....athu mammoottyy fans annanu parayyooooooo,unknown_state,Not_offensive
Entamooo  veendum veendum kanan thonanuuuu,Positive,Not_offensive
Katta waiting for malayalam Psycho.,Positive,Not_offensive
film kandathin sheshavum trailer veendum veendum kanunnu ..hangover,Positive,Not_offensive
You tube 6 mani thottu hanging aanu ethum koodi aavumbol YouTube pottitherikkumo,Positive,Not_offensive
Veeendum veendum kaaanunthorum veendum kaanan thonuna lahari....,Positive,Not_offensive
90sil kaalapani pole oru film edutha priyadharshan ithu oru valiya karaym onnum alla,Positive,Not_offensive
റിയൽ viewrs till 1.8 ano ഇപ്പൊ????,unknown_state,Not_offensive
തല്ല് കിട്ടിയ പിന്നെ ആണുങ്ങളെ പോലെ തല്ലി തീർക്കണം അതാ തൃശ്ശൂർത്തെ ഒരു രീതി... തൃശ്ശൂർക്കാരൻ,unknown_state,Not_offensive
ഈശ്വരാ ഈ ഓണത്തിന് ഏതു പടം കാണും,unknown_state,Not_offensive
പത്തനംതിട്ട ലാലേട്ടൻ ഫാൻസ്  ലൈക് അടിച്ചേ,unknown_state,Not_offensive
Pazhaya lalettan + pazhaya rajuettan + pazhaya achaayan nivin angane aaage motham 3.....ethin pogum ennulla  confusion aaanallo,unknown_state,Not_offensive
Idhentha Views koodath lle. Madhuraraja okke idhillum speedil eppezho kadann poyi.....,unknown_state,Not_offensive
Adutha parava. Mikkavarum ticket kittathe nadakkendi varum,Positive,Not_offensive
കട്ട അച്ചായൻ ഫാൻസ് ലൈക് ബട്ടൻ അടിച്ചു തൂഫാൻ ആക്കിയെക്കു,unknown_state,Not_offensive
Adaaar item   Lalettan and Prithuvi.,Positive,Not_offensive
Mass kaanikkan lalettante kazhinje ullo aarum annum innum,Positive,Not_offensive
കണ്ടു മടുത്ത സ്റ്റോറി ലൈൻ.. മാറ്റിപ്പിടിക്ക് സിദ്ദിക്ക് ബ്രോ...,Negative,Not_offensive
Irangiya divasam thottu 4 um 5 I'm pravashyam an kaanunnath... Are you katta fans like me?,Positive,Not_offensive
ജോസഫ് പോലെ ഇതും ഹിറ്റ് ആകും എന്ന് ഉള്ളവർ അടി like,unknown_state,Not_offensive
ഇത് പെരുചായി പോലെ ഫ്ലോപ്പ് ആവാൻ ചാൻസ് ഉണ്ട്...,Negative,Not_offensive
Mass aaaaaaatto .verum massalla  kola masssss🥰🥰🥰🥰🥰🤩🤩🤩🤩🤩,Positive,Not_offensive
Mamootiku lalettan fansinte vaka Vijaya asamaskal neridunnu,Positive,Not_offensive
ഇതു കലക്കും... നല്ല ഒരു എന്റർടെയ്ൻമെന്റ് മൂവി ലോഡിങ്.....,Positive,Not_offensive
എന്നാ പിന്നെ ഇട്ടിച്ചന്റ വക ഒരു സാമ്പിൾ വെടികെട്ടൂടെ...  ട്രൈലർ ഇഷ്ട്ടായി...  Onam കളറ് കളറേ...,Positive,Not_offensive
baiju annanum ithilum mass dialog undakuo...like lucifer,unknown_state,Not_offensive
മാക്സിമം ഷെയർ cheyyu.... Trailer erangunnathinu munp maximum likes...,unknown_state,Not_offensive
Swantham panavum padavum aauapol experimentation undavumo;),Mixed_feelings,Not_offensive
Kollaalo trailer vannappol aanu story entha ennu manassilayathu ini ponam,Positive,Not_offensive
1.35 il rajuvettane etraper shradhichu.. back sidil,unknown_state,Not_offensive
Mammootty fans ethiyo......  degrade thudangada makkale...  ith മോഹൻലാൽ aaneda....  Njangade swantham ഏട്ടൻ..,Negative,Not_offensive
Ee thadiyanano nammale kunjali marakkar aayi abinayikkunnath ??? Prithviraj or Mammootty cheyyanda role aanu,Negative,Offensive_Targeted_Insult_Individual
Ente mammookka  Ithokke abhinayikkanel minimum range venameda  Vere level,Positive,Not_offensive
Trailer varunnathin munne chila fansukaar dislike adikkunnund. Viewsum koodilla dislikum aakum.,Negative,Not_offensive
Ikka kku nalla age feel cheyuunuu,Mixed_feelings,Not_offensive
മാമാങ്കത്തിൽ മമ്മൂക്കക്ക് മാസ്സ് സീൻ കുറവാണ് എന്ന് പറഞ്ഞവർ ഷെയ്‌ലോക്കിൽ മാസ്സ് സീൻസ്  കൂടി എന്ന് പറഞ്ഞിങ് വന്നാൽ മക്കളെ എല്ലിൻറെണ്ണം കൂടും പല്ലിന്റെ എണ്ണം കുറയും,Negative,Not_offensive
നിവിനു പകരം ഇത്‌ രാജു എട്ടൻ (prithviraj)ചെയ്തായിരുന്നെങ്കിൽ ഈ പടം ഒന്നുടെ  കിടിലൻ അയെനെം  എന്ന് അഭിപ്രായം ഉള്ളവർ Like അടിക്‌...!,unknown_state,Not_offensive
രാജാധിരാജ & മാസ്‌റ്റർപീസ്  പോലെ ശോകം പടം ആകാതിരുന്നാൽ മതിയാരുന്നു  ഇക്കായുടെ പുതിയ അവതാരത്തിനു  വിജയാശംസകൾ,Mixed_feelings,Not_offensive
ബാൻഡ്സെറ്റ്  പള്ളിപ്പെരുന്നാൾ ഇഷ്ടം ബാക്കി പിന്നെ പറയണ്ടല്ലോ...,unknown_state,Not_offensive
Ettan fan aanu  Mamankathinayi katta waiting,Positive,Not_offensive
Sharikkulla malayaleezine kananamengill link click cheyyu,unknown_state,Not_offensive
Nivin ഇച്ചായൻ ഇത് തകർക്കും... ആസിഫലി ഫാൻസിന്റെ വിജയാശംസകൾ,Positive,Not_offensive
Ithu tamil oke kand kazhinna scene anallo bhai..,unknown_state,Not_offensive
Trending list le polum ella ....,Negative,Not_offensive
mammookkaye ee traileril kandu njettattavar aarum undavilla !,Positive,Not_offensive
Pora edum kayyinu pokunna lakshanam anu,Negative,Not_offensive
Nte laletta  Idikatta waiting aaa..... Ummah. Theatre pooraparambha urappaa,Positive,Not_offensive
നെഞ്ചിനകത്ത് ലാലേട്ടൻ  ഒരു 100 ലൈക് കൊടുക്കണം എന്ന് ആഗ്രഹമുണ്ട്,Positive,Not_offensive
Direction Rajuettan aanel Standard inte glucose level high aa  Speechless,Positive,Not_offensive
Ushhh. ആ തിരിഞ്ഞ്  നിന്ന് കണ്ണ് ഇറുക്കുന്ന scene എജ്ജാതി powli,Positive,Not_offensive
Trailer views kurava...ennalum trailor kandavar aarum thrilling akathirikkoola...,Positive,Not_offensive
MY SANTA സിനിമ കാണാൻ ആഗ്രഹികുനവർ LIKE അടി,unknown_state,Not_offensive
Kavya film company perinu Oru gummilla...,Negative,Not_offensive
Madhrchod bollywood kuch toh tum vi banayo..,not-malayalam,not-malayalam
Ethra kandalum oru madukunilla ee trailer,Positive,Not_offensive
Malayalathile mattoru mammukka chacocha peruthu ishtam,unknown_state,Not_offensive
Hoping for a good movie after anuragakarikin vellam,not-malayalam,not-malayalam
2:11 ജോജുവേട്ടന്റെ ഇരിപ്പു കിരീടം ക്ലൈമാക്സ് സീനിലെ ലാലേട്ടനെ പോലെ ഉണ്ട് :),unknown_state,Not_offensive
I am waiting mammooka മാമാങ്കം കണ്ടു കിടിലൻ അഭിനയം ഈ പ്രായത്തിലും ഇത്രേം ഫൈ റ്റെ ക്കെ എങ്ങനെ പറ്റുന്നു . വെയ്റ്റിംഗ് ഫോർ shylock,Positive,Not_offensive
ആഹാ വീണ്ടും അന്തസ്സ്  വർക്ക് ച്യ്ത പടം ഇങ്ങനെ ത്രില്ലടിച്ചു കാണുമ്പോൾ എന്താ ഒരു ഫീൽ,Positive,Not_offensive
2 lakhs like ariyan vendi vannavaradi like,unknown_state,Not_offensive
Trailer kollam.. Mattoru raakshasan movie aakate..,Positive,Not_offensive
chumma joju chettane kanumpol oru santhoshaaa.nalla kidukkachi nadan,Positive,Not_offensive
I am waiting for joshi sir striking again,not-malayalam,not-malayalam
മലയാള സിനിമക്ക് ഒരേയൊരു രാജാവ് the complete actor L........,Positive,Not_offensive
Manju warrier akka tamil fans hit like in here,not-malayalam,not-malayalam
pulimurukan trailer ano kanunath 🤔,Mixed_feelings,Not_offensive
Ithann njangal kaathirunna vintage ettan  love you etta,Positive,Not_offensive
Dislike adichavar ettavum valiya oolakal...... bldy idiots...,Negative,Offensive_Untargetede
എല്ലാരും ഇ സിനിമ കാണുക തീര്ച്ചയായും,Positive,Not_offensive
നമ്മുടെ ബാബു ആന്റണി ചേട്ടനെ കൂടി ഉള്പെടുത്താമായിരുന്നു,Mixed_feelings,Not_offensive
Uff  VERE LEVEL MASS Trailer  Otta Peru mammookka  Mamangam,Positive,Not_offensive
Katta waiting lu aayirunnu ea trailer,Positive,Not_offensive
Entae jeevathil ithrayum pravishyam trailer kanda verae oru cinemayum illa,Positive,Not_offensive
Pulimurgan 2 adyam oralde thallu. Pinne same kattil ottakkulla adi.,Mixed_feelings,Not_offensive
Versatile Star Jayasurya  Mass kaa baap  pwoli item loading.......,Positive,Not_offensive
Shot okke pakka anallo....  Entame...  Raju anna...  Poliynalla.... Wait chayanuto,Positive,Not_offensive
ന്റെ പൊന്നൊ മലയാള സിനിമ വേറെ ലെവൽ...,Positive,Not_offensive
ഇതെന്ത് മറിമായം     wow kidu trailer,Positive,Not_offensive
Trailer kanunnathinumunpe aadyam dislike adichu. Trailer kand kazhinj like adichu. Kidu.. fdfs,Positive,Not_offensive
Ente line ente Peru helan ennanu 🤩,unknown_state,Not_offensive
Ittichante vaka oru sample vedikettu koodi,unknown_state,Not_offensive
Lucifer vere level anu makkale vegam poi kanubroos...,Positive,Not_offensive
Etta...... Sherikm super🤝ntha parayuka...  Oru rekshem illa.. Adipoli... Katta wyting,Positive,Not_offensive
Trailr ullal senece onnum moviele ellallo chilathokke,unknown_state,Not_offensive
February 7 onnu vegam aaayal mathiyarnn... Katta waiting,Positive,Not_offensive
abikka malauyalathinu thanna muthu shane nigam,Positive,Not_offensive
Ikka ethu engane sathikunu enna oru mass I love you ikka,Positive,Not_offensive
ഇടക്ക് ഇടക്ക് വന്നു വിയൂസ് നോക്കുന്നവർ ഇവിടെ come,unknown_state,Not_offensive
First time നിവിൻ as ഫ്ലൂട്ട്‌..കട്ട വെയ്റ്റിംഗ്‌,Positive,Not_offensive
ഇത് കണ്ടപ്പോൾ ലൈല ഓ ലൈല ഓർമ വന്നത് എനിക്ക് മാത്രമാണോ.......,unknown_state,Not_offensive
Oru korien movie kanda poloru thonnal 🤔🤔🤣,Mixed_feelings,Not_offensive
Ithu  super number hit  akum,Positive,Not_offensive
karikk trending 1 ulladtholam vere onnum avde ethan vazhiyilla,unknown_state,Not_offensive
Super mega hit aaayirikkum  mark,Positive,Not_offensive
lalettan screen presence 100 percent in trailer. Lalettan politics and actionil thakarkkum ennullavar like adi........,Positive,Not_offensive
ഫാമിലിക്ക് പറ്റിയ പടം ആണ് ..ധൈര്യം ആയി പോയി കണ്ടോ നിരാശപ്പെടുത്തൂല്ല,Positive,Not_offensive
Sprb Oridathu mammookkaaye kaanikumpol editing pishaku ozhichaaal sadhanam pwolichu,Mixed_feelings,Not_offensive
ഏട്ടൻ ഫാൻസ് എല്ലാവരും ഒന്ന് like അടിച്ചേ,unknown_state,Not_offensive
ഇതൊക്ക സ്കൂൾ പിള്ളേരോട്  പറ സാറെ,unknown_state,Not_offensive
Padam mari poyi ennu തോന്നുന്നു,unknown_state,Not_offensive
Padam kalakki...! Kidu njn kandu....! Supr,Positive,Not_offensive
ഇജ്ജാതി പടം ഞാൻ എന്റെ ലൈഫിൽ  കണ്ടിട്ടില്ല.      Kidu.  Super.  പറയാൻ വാക്കുകളില്ല,Positive,Not_offensive
Uff ഇജ്ജാതി ന്റ പൊന്ന് മമ്മൂക്ക     വേറെ വേറെ വേറെ ലെവൽ ടീസർ  ആ ചിരി,Positive,Not_offensive
Ithu kaanumbol thanee ariyaam hit aavum ennu,Positive,Not_offensive
Pk Ramdas... Nammude Rajettan aanennu njn parajal nigalude abhiprayam...????,unknown_state,Not_offensive
Look like a Hollywood movie ......,not-malayalam,not-malayalam
Trailer record adikkunathilum ennikishtam theatreil record adikunth kaanan aanu,Positive,Not_offensive
Madhraraja  ith ikkem ikkade pillerum pwolichadakkum,Positive,Not_offensive
Ethinakath ondo nammade dady girija appo kanjavu kesu kaanum,unknown_state,Not_offensive
Rajuettan and ikka fans  like adi,unknown_state,Not_offensive
ഇത് പൊളിക്കും രാജുവേട്ടൻ സുരാജേട്ടൻ കട്ടക്ക് കട്ട,Positive,Not_offensive
Lallettante masss kannannelll decemberil odiyan irangumbol teaterukalileekku vaaa odiyanthe odi vidhyakal,Positive,Not_offensive
വിനീതിന്റെ വോയ്സ് ലൂസിഫറിലായാലും ഇൗ മൂവിയിലും  വില്ലന്‍മാര്‍ക്ക് നല്ല മാച്ച് ആണ്,unknown_state,Not_offensive
Trailer waiting katta waiting like adi......... Mammookka fans hit like,unknown_state,Not_offensive
Parayan thudangiya pande 30 varshathe karyam parayandi varum,unknown_state,Not_offensive
Luciferine malarthi adikkaan RAJA vannu makkale,Positive,Not_offensive
Re dialogue from Salim Kumar അതെ എങ്ങനെ മനസിലായി,unknown_state,Not_offensive
Mammooka fansinu ഒരു rest ഒക്കെ കൊടുക്ക് ഇക്ക..... Trailerinu waiting,unknown_state,Not_offensive
മാമാങ്കകാലത്തിനു ശേഷം ഇനിയൊരു  അസുരകാലം,unknown_state,Not_offensive
Manju chechi eppola thadiche...eppola melinjeee...aarum arinjillalooo..,unknown_state,Not_offensive
തിങ്കൾ മുതൽ വെള്ളി വരെ നുമ്മടെ സ്വയം ഏഷ്യാനെറ്റിൽ oll the very best,unknown_state,Not_offensive
D0P POLIYANE . CASTINGUM POLIYANE . LOCATIONSUM POLIYANE.,Positive,Not_offensive
Dhaivam  marikkugayo    endhuvaade,Negative,Not_offensive
padam kandittu abhipraayam parayaney...yennittu venam poyi kaanan,unknown_state,Not_offensive
Neerali lifetime views...  800K V 29K likes 1.9 K cmnts,unknown_state,Not_offensive
ആ അവസാനം പറഞ്ഞത് നമ്മക്കിട്ടൊള്ള ഒരു കൊട്ടാണല്ലോ മച്ചമ്പി,unknown_state,Not_offensive
മ്മടെ  ഒരു ട്രാവൽ റിലേറ്റഡ് വീഡിയോ ആണ് ട്ടോ ithu..മമ്മുക്ക ഫാൻസ്‌ ഒക്കെ ഇത് കണ്ടു നോക്കി ഒന്നു ഇഷ്ടപെട്ടാൽ ലൈക്‌ അടിച്ചു മിന്നിക്കണേ....,unknown_state,Not_offensive
അമ്പോ  മാസ്സ്  ഒന്നും  പറയാനില്ല  പൊളിച്ചു  ഏട്ടാ,Positive,Not_offensive
Sathykatha anthannu vacha kandittu angottu mathivarunnilla,Positive,Not_offensive
Lost in times samayam kazhinhu. Ini nadakoola,unknown_state,Not_offensive
ഹരേ......... വാ  എന്താ മാസ് ഇത് താൻ ലുക്ക് olny one men Malayalam film mammukka No 1 acter king,Positive,Not_offensive
Rajuettan fans undengill like adi makkalee,unknown_state,Not_offensive
Ee padam vijayikummennu orruppullavar adi oru like,Positive,Not_offensive
Happy Birthday Mammookka  Katta ikka fans like adichu polikk,Positive,Not_offensive
Vineeth sreenivasane kandapo thanne like adichu... Sooper padam aayirikkum,Positive,Not_offensive
Padam kand kazhinj trailer kanan vannath njn mathramano,unknown_state,Not_offensive
margam kali mathram veendum veendum kandavarundo,Positive,Not_offensive
madhuraraja 3 hour 111k views lalettan in minutes HAHAHA,not-malayalam,Not_offensive
Evideyekeyo oru pulimurugan background thonniyavar like adi,unknown_state,Not_offensive
Odiyan kand ishtappettit trailer nokkan vanna aarenghilum ivade inda ?,unknown_state,Not_offensive
